Formula_mono_iso_wt_nat	Formula
197.0201569	C3H8N3O5P
197.0324223	C8H7NO5
197.0357932	C5H11NO5S
197.045309	C5H12NO5P
197.0565424	C4H12N3O4P
197.0688078	C9H11NO4
197.0800412	C8H11N3O3
197.0952974	C12H11N3
197.1051934	C10H15NO3
197.1276601	C8H15N5O
197.9405979	C6H5Cl3O
197.9929391	C4H7O7P
198.0020502	C5H10O4S2
198.0164379	C8H6O6
198.0389047	C6H6N4O4
198.0528234	C9H10O5
198.0640568	C8H10N2O4
198.0680796	C13H10O2
198.079313	C12H10N2O
198.0892089	C10H14O4
198.0939172	C8H14N4S
198.1004423	C9H14N2O3
198.1044651	C14H14O
198.1156985	C13H14N2
198.1237032	C9H16N3O2
198.1408506	C15H18
198.16198	C12H22O2
198.1844467	C10H22N4
198.9480203	C3H6BrNO4
199.0245736	C4H10NO6P
199.0433771	C6H14ClNO2S
199.0480724	C8H9NO5
199.0593058	C7H9N3O4
199.0633285	C12H9NO2
199.0713333	C8H11N2O4
199.0956913	C8H13N3O3
199.1109474	C12H13N3
199.1208434	C10H17NO3
199.1684623	C10H21N3O
199.1936144	C12H25NO
200.0072121	C4H3F7O
200.0085892	C4H9O7P
200.0177003	C5H12O4S2
200.0240219	C9H9ClO3
200.032088	C8H8O6
200.040819	C11H8N2S
200.0597204	C8H9FN2O3
200.0797069	C8H12N2O4
200.0837296	C13H12O2
200.1313485	C13H16N2
200.17763	C12H24O2
200.9540295	C3H7NO4Se
200.9765637	C3H7NO5S2
201.0781231	C7H12ClN5
201.0789786	C12H11NO2
201.1134729	C11H13N4
201.1364935	C10H19NO3
201.9781343	C6H3ClN2O4
201.993594	C7H6O5S
202.0031098	C7H7O5P
202.0113525	C7H6O7
202.0242392	C4H11O7P
202.0266087	C11H6O4
202.0338193	C5H6N4O5
202.0396719	C9H11ClO3
202.0629942	C12H10O3
202.0742276	C11H10N2O2
202.0782503	C16H10
202.0841236	C9H14O5
202.085461	C10H10N4O
202.0953569	C8H14N2O4
202.0993797	C13H14O2
202.1205091	C10H18O4
202.1357652	C14H18O
202.1429758	C8H18N4O2
202.1721507	C15H22
202.2157469	C10H26N4
202.2398018	C12H30N22
203.0582432	C11H9NO3
203.0793725	C8H13NO5
203.0820526	C11H11N2O2
203.0946287	C12H13NO2
203.1058621	C11H13N3O
203.115758	C9H17NO4
203.1170954	C10H13N5
203.1310142	C13H17NO
204.0202739	C9H5ClN4
204.0270026	C7H8O7
204.0341926	C12H9ClO
204.0422587	C11H8O4
204.0721191	C11H12N2S
204.0786443	C12H12O3
204.0898776	C11H12N2O2
204.0970883	C5H12N6O3
204.0997736	C9H16O5
204.111007	C8H16N2O4
204.1123444	C9H12N6
204.1150298	C13H16O2
204.1222404	C7H16N4O3
204.1230345	C9H18NO4
204.1243719	C10H14N5
204.1262631	C12H16N2O
204.183778	C10H24N2O2
204.1878008	C15H24
204.9519753	C7H5Cl2NS
204.9809584	C7H4NNaO3S
205.0375077	C10H7NO4
205.0595055	C8H15NOS2
205.0738932	C11H11NO3
205.1102787	C12H15NO2
205.1314081	C9H19NO4
205.1327455	C10H15N5
205.1466642	C13H19NO
205.154669	C9H21N2O3
205.9649828	C6H4Cl2N2O2
205.9745256	C2H8O7P2
205.9901349	C8H8Cl2O2
205.9942422	C7H11BrO2
206.0062672	C6H6O8
206.0426527	C7H10O7
206.0435211	C8H14O2S2
206.0513836	C10H10N2OS
206.0579088	C11H10O4
206.0877692	C11H14N2S
206.0942943	C12H14O3
206.1055277	C11H14N2O2
206.1095504	C16H14
206.1306798	C13H18O2
206.1419132	C12H18N2O
206.1670653	C14H22O
207.0330028	C7H11Cl2N3
207.0531578	C10H9NO4
207.0643912	C9H9N3O3
207.0751556	C8H17NOS2
207.0895433	C11H13NO3
207.1106727	C8H17NO5
207.1259288	C12H17NO2
207.1371622	C11H17N3O
207.1623143	C13H21NO
207.933014	C6H2Cl2O4
208.0007879	C9H4O6
208.0371734	C10H8O5
208.0405442	C7H12O5S
208.0524295	C14H8O2
208.0591711	C8H16O2S2
208.0735589	C11H12O4
208.0767261	C11H13ClN2
208.0847923	C10H12N2O3
208.088815	C15H12O
208.0960257	C9H12N4O2
208.1099444	C12H16O3
208.1211778	C11H16N2O2
208.1252005	C16H16
208.1463299	C13H20O2
208.1575633	C12H20N2O
209.0688078	C10H11NO4
209.0952974	C13H11N3
209.1051934	C11H15NO3
209.9405979	C7H5Cl3O
209.948664	C6H4Cl2O4
210.0375673	C6H10O8
210.0528234	C10H10O5
210.0680796	C14H10O2
210.0714504	C11H14O2S
210.0739528	C7H14O7
210.079313	C13H10N2O
210.0881769	C5H15N4O3P
210.0892089	C11H14O4
210.1004423	C10H14N2O3
210.1044651	C15H14O
210.1255944	C12H18O3
211.035807	C4H10N3O5P
211.0400063	C10H10ClNO2
211.0480724	C9H9NO5
211.0593058	C8H9N3O4
211.0624731	C8H10ClN5
211.0633285	C13H9NO2
211.0745619	C12H9N3O
211.0844579	C10H13NO4
211.0956913	C9H13N3O3
211.1208434	C11H17NO3
211.1572289	C12H21NO2
211.9198625	C6H3Cl3O2
211.9550319	C6FeN6-3
211.9555805	C6FeN6-4
211.9601854	C8H4O3S2
212.0184269	C6H14NO2Se
212.0255628	C8H8N2O3S
212.032088	C9H8O6
212.0585775	C12H8N2O2
212.0684735	C10H12O5
212.0837296	C14H12O2
212.0896029	C7H16O7
212.094963	C13H12N2O
212.1095672	C9H16N4S
212.1160924	C10H16N2O3
212.1201151	C15H16O
212.1313485	C14H16N2
212.1412445	C12H20O3
212.250401	C15H32
212.9805773	C4H6O8P-
212.990415	C5H11NO3Se
213.0038381	C4H8NO7P
213.007182	C5H9Cl2N3O2
213.0556563	C10H12ClNO2
213.0637225	C9H11NO5
213.0789786	C13H11NO2
213.0869833	C9H13N2O4
213.0920419	C11H16ClNO
213.100108	C10H15NO4
213.1014454	C11H11N5
213.1048162	C8H15N5S
213.1364935	C11H19NO3
213.1477269	C10H19N3O2
213.9355125	C6H5Cl3O2
213.9629421	C8H7BrO2
213.9870688	C7H6N2O2S2
213.9878537	C4H7O8P
214.0122117	C4H9NO7P-
214.0242392	C5H11O7P
214.0266087	C12H6O4
214.0396719	C10H11ClO3
214.0477381	C9H10O6
214.0540996	C5H15N2O3PS
214.0589714	C8H10N2O5
214.0629942	C13H10O3
214.0888318	C8H14N4OS
214.0953569	C9H14N2O4
214.0993797	C14H14O2
214.1106131	C13H14N2O
214.1186178	C9H16N3O3
214.1317425	C10H18N2O3
214.1568946	C12H22O3
214.9962273	C4H8O8P-
215.0194882	C4H10NO7P
215.0558737	C5H14NO6P
215.0582432	C12H9NO3
215.0793725	C9H13NO5
215.0807099	C10H9N5O
215.0937732	C8H14ClN5
215.115758	C10H17NO4
215.1440774	C12H22ClN
215.906711	C6H4Cl4
215.9515922	C5FeN6O-6
215.9857452	C4H9O6PS
216.0035038	C4H9O8P
216.0067416	C12H8S2
216.0245002	C12H8O2S
216.0245973	C6H9NaO7
216.0270026	C8H8O7
216.0398893	C5H13O7P
216.0422587	C12H8O4
216.0510868	C9H9N2NaO3
216.056863	C8H12N2O3S
216.0665554	C9H13ClN2O2
216.0786443	C13H12O3
216.0939004	C17H12
216.1262631	C13H16N2O
216.1361591	C11H20O4
216.1725446	C12H24O3
217.0061193	C9H9Cl2NO
217.0586371	C8H11NO6
217.0738932	C12H11NO3
217.077264	C9H15NO3S
217.0869565	C10H16ClNO2
217.106256	C8H15N3O4
217.1102787	C13H15NO2
217.1314081	C10H19NO4
217.1426415	C9H19N3O3
217.1500351	C11H23NOS
217.922361	C6H6Cl4
218.0401503	C12H10O2S
218.0579088	C12H10O4
218.0902716	C8H14N2O5
218.0942943	C13H14O3
218.1055277	C12H14N2O2
218.1154237	C10H18O5
218.1266571	C9H18N2O4
218.1419132	C13H18N2O
218.1670653	C15H22O
218.9932734	C6H6NO6P
219.0408923	C6H10N3O4P
219.0531578	C11H9NO4
219.065534	C7H10FN3O4
219.0742872	C8H13NO6
219.0855205	C7H13N3O5
219.0895433	C12H13NO3
219.0967539	C6H13N5O4
219.1047994	C16H13N
219.1106727	C9H17NO5
219.1120101	C10H13N5O
219.1259288	C13H17NO2
219.1491897	C13H19N2O
219.1623143	C14H21NO
219.9385078	C6H5IO
219.9459006	C4H7Cl2O4P
219.9693995	C8H6Cl2O3
219.9709404	C6H5ClN2O3S
219.9935195	C4H11Cl2N2O2P
220.0219172	C7H8O8
220.0249079	C6H9N2O5P
220.0291072	C12H9ClO2
220.0371734	C11H8O5
220.0517776	C7H12N2O4S
220.0636629	C14H8N2O
220.0735589	C12H12O4
220.0847923	C11H12N2O3
220.1000484	C15H12N2
220.1059216	C8H16N2O5
220.1099444	C13H16O3
220.1211778	C12H16N2O2
220.1337538	C13H18NO2
220.1463299	C14H20O2
220.1575633	C13H20N2O
220.1827154	C15H24O
221.0324223	C10H7NO5
221.0565424	C6H12N3O4P
221.0622827	C10H11N3OS
221.0688078	C11H11NO4
221.0899372	C8H15NO6
221.0912746	C9H11N5O2
221.1011706	C7H15N3O5
221.1051934	C12H15NO3
221.1204495	C16H15N
221.1244315	C7H17N4O4
221.1276601	C10H15N5O
221.1415789	C13H19NO2
221.1528122	C12H19N3O
221.9680274	C10H7BrO
221.9834232	C6H6O7S
221.9881315	C4H6N4O3S2
222.0003057	C12H8Cl2
222.0003902	C6H11BrN2O2
222.0447573	C12H11ClO2
222.0528234	C11H10O5
222.0674276	C7H14N2O4S
222.0680796	C15H10O2
222.0739528	C8H14O7
222.0892089	C12H14O4
222.1038131	C8H18N2O3S
222.1116757	C10H14N4O2
222.1255944	C13H18O3
222.1368278	C12H18N2O2
222.16198	C14H22O2
222.1983655	C15H26O
223.006815	C6H10NO4PS
223.0336847	C7H13NO3S2
223.0480724	C10H9NO5
223.0609591	C7H14NO5P
223.0633285	C14H9NO2
223.0844579	C11H13NO4
223.099714	C15H13NO
223.1109474	C14H13N3
223.1208434	C12H17NO3
223.1360996	C16H17N
223.1441043	C12H19N2O2
223.1572289	C13H21NO2
224.0433214	C9H8N2O5
224.0473441	C14H8O3
224.0684735	C11H12O5
224.070133	C4H13AlN4O5
224.0797069	C10H12N2O4
224.0837296	C15H12O2
224.104859	C12H16O4
224.1201151	C16H16O
224.1412445	C13H20O3
224.1524779	C12H20N2O2
224.17763	C14H24O2
224.1888634	C13H24N2O
224.990415	C6H11NO3Se
225.0385704	C8H7N3O5
225.0637225	C10H11NO5
225.0789786	C14H11NO2
225.0861892	C8H11N5O3
225.1014454	C12H11N5
225.1265975	C14H15N3
225.1364935	C12H19NO3
225.1589603	C10H19N5O
225.9435787	C6H4Cl2O5
226.0396719	C11H11ClO3
226.0477381	C10H10O6
226.0629942	C14H10O3
226.0841236	C11H14O5
226.0953569	C10H14N2O4
226.0993797	C15H14O2
226.1065903	C9H14N4O3
226.1106131	C14H14N2O
226.1252173	C10H18N4S
226.1317425	C11H18N2O3
226.1469986	C15H18N2
226.168128	C12H22N2O2
226.1932801	C14H26O2
226.2296656	C15H30O
226.9985354	C9H6ClNO4
227.0025788	C3H5N3O9
227.0194882	C5H10NO7P
227.042987	C9H9NO6
227.0582432	C13H9NO3
227.0793725	C10H13NO5
227.0906059	C9H13N3O4
227.0946287	C14H13NO2
227.1076919	C12H18ClNO
227.8912783	C2H4Cl3O4P
228.0018505	C7H4N2O7
228.0067416	C13H8S2
228.0398893	C6H13O7P
228.0422587	C13H8O4
228.0511227	C5H13N2O6P
228.0633881	C10H12O6
228.0665554	C10H13ClN2O2
228.0746215	C9H12N2O5
228.0786443	C14H12O3
228.0939004	C18H12
228.111007	C10H16N2O4
228.1150298	C15H16O2
228.1222404	C9H16N4O3
228.1361591	C12H20O4
228.2089301	C14H28O2
228.9996211	C5H12NO3PS2
229.0173527	C9H9Cl2N3
229.0351383	C5H12NO7P
229.0375077	C12H7NO4
229.0478856	C6H8ClN7O
229.0521119	C8H11N3O3S
229.0586371	C9H11NO6
229.0620079	C6H15NO6S
229.0738932	C13H11NO3
229.1094233	C9H16ClN5
229.1466642	C15H19NO
229.2041791	C13H27NO2
229.9916759	C8H7ClN2O2S
230.0013683	C9H8Cl2N2O
230.0126017	C8H8Cl2N4
230.0191538	C5H11O8P
230.0579088	C13H10O4
230.0659879	C8H14N4S2
230.0707955	C10H15O4P
230.0942943	C14H14O3
230.0957739	C9H16N3O2S
230.1306798	C15H18O2
230.1419132	C14H18N2O
230.1518092	C12H22O4
230.2245802	C14H30O2
231.0742872	C9H13NO6
231.0895433	C13H13NO3
231.1106727	C10H17NO5
231.1234841	C12H16F3N
231.1259288	C14H17NO2
231.1371622	C13H17N3O
231.1470582	C11H21NO4
231.1623143	C15H21NO
232.0232546	C9H4N4O4
232.0348039	C5H13O8P
232.0371734	C12H8O5
232.0735589	C13H12O4
232.0847923	C12H12N2O3
232.1000484	C16H12N2
232.1059216	C9H16N2O5
232.1099444	C14H16O3
232.1211778	C13H16N2O2
232.1423071	C10H20N2O4
232.1463299	C15H20O2
232.1575633	C14H20N2O
232.1939488	C15H24N2
233.0357932	C8H11NO5S
233.0688078	C12H11NO4
233.112404	C7H15N5O4
233.1415789	C14H19NO2
233.1627082	C11H23NO4
233.1779644	C15H23NO
233.8446531	C3H5Br2Cl
233.9541578	C7H7IO
233.9850495	C9H8Cl2O3
234.0074681	C8H5F3N2OS
234.0173063	C12H10OS2
234.0350649	C12H10O3S
234.0528234	C12H10O5
234.0892089	C13H14O4
234.1116757	C11H14N4O2
234.1215717	C9H18N2O5
234.1368278	C13H18N2O2
234.1480612	C12H18N4O
234.16198	C15H22O2
234.1732133	C14H22N2O
234.2095988	C15H26N2
235.0010747	C3H11NO7P2
235.0480724	C11H9NO5
235.0666994	C12H13NO2S
235.0692018	C8H13NO7
235.0903906	C8H10BF4N3
235.1055873	C9H17NO6
235.1208434	C13H17NO3
235.1572289	C14H21NO2
235.1684623	C13H21N3O
235.9908036	C11H6Cl2N2
235.9925481	C6H8N2O4S2
236.0037815	C5H8N4O3S2
236.0159557	C13H10Cl2
236.0231575	C8H9N2NaO3S
236.0280652	C6H8N2O8
236.032088	C11H8O6
236.0585775	C14H8N2O2
236.0684735	C12H12O5
236.0797069	C11H12N2O4
236.0909403	C10H12N4O3
236.094963	C15H12N2O
236.104859	C13H16O4
236.1084096	C8H24O2Si3
236.1160924	C12H16N2O3
236.1273258	C11H16N4O2
236.1412445	C14H20O3
236.1524779	C13H20N2O2
236.17763	C15H24O2
237.0605681	C7H15N3O2S2
237.0789786	C15H11NO2
237.0848518	C8H15NO7
237.0861892	C9H11N5O3
237.0920419	C13H16ClNO
237.1364935	C13H19NO3
237.1517496	C17H19N
237.9952203	C12H8Cl2O
238.0354726	C6H11N2O6P
238.0629942	C15H10O3
238.0688674	C8H14O8
238.0702048	C9H10N4O4
238.0742276	C14H10N2O2
238.0953569	C11H14N2O4
238.0987278	C8H18N2O4S
238.1065903	C10H14N4O3
238.1429758	C11H18N4O2
238.1469986	C16H18N2
238.1932801	C15H26O2
238.2296656	C16H30O
239.0582432	C14H9NO3
239.0713064	C12H14ClNO2
239.0946287	C15H13NO2
239.1018393	C9H13N5O3
239.1076919	C13H18ClNO
239.1269914	C11H17N3O3
239.1422476	C15H17N3
239.1521435	C13H21NO3
239.1673997	C17H21N
239.9260105	C6H3Cl3N2O2
239.9737269	C10H8OS3
239.9883312	C6H12N2S4
240.0238483	C6H12N2O4S2
240.0422587	C14H8O4
240.0487968	C11H13ClN2S
240.056863	C10H12N2O3S
240.0633881	C11H12O6
240.0746215	C10H12N2O5
240.0786443	C15H12O3
240.0890222	C9H13ClN6
240.1150298	C16H16O2
240.1222404	C10H16N4O3
240.1262631	C15H16N2O
240.1374965	C14H16N4
240.1393264	C13H21ClN2
240.1473925	C12H20N2O3
240.1514153	C17H20O
240.1626487	C16H20N2
240.2453156	C16H32O
240.2817012	C17H36
241.0586371	C10H11NO6
241.0730377	C9H12ClN5O
241.0738932	C14H11NO3
241.106256	C10H15N3O4
241.1102787	C15H15NO2
241.1174894	C9H15N5O3
241.1215121	C14H15N3O
241.123342	C13H20ClNO
241.1314081	C12H19NO4
241.1677936	C13H23NO3
241.1830497	C17H23N
242.0013953	C6H11O6PS
242.0191538	C6H11O8P
242.0280614	C10H11ClN2OS
242.0303872	C5H11N2O7P
242.0538886	C11H17BrN
242.0579088	C14H10O4
242.0667727	C6H15N2O6P
242.0709721	C12H15ClO3
242.0803756	C12H10N4O2
242.0902716	C10H14N2O5
242.0942943	C15H14O3
242.101505	C9H14N4O4
242.1088985	C11H18N2O2S
242.1167611	C13H14N4O
242.1306798	C16H18O2
242.1419132	C15H18N2O
242.1670653	C17H22O
242.1782987	C16H22N2
242.2068217	C15H30S
242.2245802	C15H30O2
242.2609657	C16H34O
242.9853839	C10H7Cl2NO2
243.0531578	C13H9NO4
243.0855205	C9H13N3O5
243.1041475	C10H17N3O2S
243.1259288	C15H17NO2
243.1623143	C16H21NO
243.1986998	C17H25N
243.9096917	C6H3Cl3O4
244.0282518	C9H10Cl2N4
244.0306482	C12H8N2O2S
244.0348039	C6H13O8P
244.0371734	C13H8O5
244.0695361	C9H12N2O6
244.0711894	C7H17O7P
244.0735589	C14H12O4
244.0807695	C8H12N4O5
244.0816379	C9H16N4S2
244.0881631	C10H16N2O3S
244.1099444	C15H16O3
244.117155	C9H16N4O4
244.1211778	C14H16N2O2
244.1463299	C16H20O2
244.1575633	C15H20N2O
244.1786926	C12H24N2O3
244.1827154	C17H24O
244.1939488	C16H24N2
244.2038448	C14H28O3
244.2263115	C12H28N4O
244.9495028	C5H11NS5
245.0122673	C9H9Cl2N3O
245.0454856	C10H12ClNO4
245.0688078	C13H11NO4
245.1415789	C15H19NO2
245.1487895	C9H19N5O3
245.1627082	C12H23NO4
245.1779644	C16H23NO
245.8808901	C6H2Cl4O2
246.0058258	C5H12O7P2
246.0231796	C6H14O6S2
246.0462983	C12H10N2O2S
246.050454	C6H15O8P
246.0528234	C13H10O5
246.0651997	C9H11FN2O5
246.0851862	C9H14N2O6
246.0892089	C14H14O4
246.0923762	C14H15ClN2
246.1004423	C13H14N2O3
246.1156985	C17H14N2
246.1255944	C15H18O3
246.1328051	C9H18N4O4
246.1368278	C14H18N2O2
246.1440385	C8H18N6O3
246.1467238	C12H22O5
246.16198	C16H22O2
246.1732133	C15H22N2O
246.9802985	C9H7Cl2NO3
247.0027923	C3H10N3O6PS
247.0245736	C8H10NO6P
247.0400063	C13H10ClNO2
247.0426901	C8H10FN3O3S
247.0530695	C11H15Cl2NO
247.0626766	C8H13N3O4S
247.0633285	C16H9NO2
247.0692018	C9H13NO7
247.0804352	C8H13N3O6
247.1055873	C10H17NO6
247.1087545	C10H18ClN3O2
247.1208434	C14H17NO3
247.1572289	C15H21NO2
247.1936144	C16H25NO
247.9487048	C3H6O9P2
247.9643141	C9H6Cl2O4
247.9788123	C12H8S3
248.0006996	C10H10Cl2O3
248.0100687	C3H11N3O6PS
248.011933	C9H10Cl2N2O2
248.0159557	C14H10Cl2
248.0433214	C11H8N2O5
248.056208	C8H13N2O5P
248.0585775	C15H8N2O2
248.0619483	C12H12N2O2S
248.0797069	C12H12N2O4
248.0828741	C12H13ClN4
248.104859	C14H16O4
248.1136871	C11H17N2NaO3
248.1160924	C13H16N2O3
248.1412445	C15H20O3
248.1524779	C14H20N2O2
248.1888634	C15H24N2O
248.2140155	C17H28O
248.9959486	C9H9Cl2NO3
249.0167248	C4H13NO7P2
249.0402236	C8H12NO6P
249.0789786	C16H11NO2
249.0857202	C10H19NO2S2
249.1364935	C14H19NO3
249.172879	C15H23NO2
249.9355125	C9H5Cl3O2
249.9490725	C7H7IO2
249.954839	C3H7O9PS
249.9952203	C13H8Cl2O
249.9967613	C11H7ClN2OS
250.0299795	C12H10O4S
250.0441505	C13H8F2O3
250.0477381	C12H10O6
250.0524463	C10H10N4O2S
250.0623423	C8H14N2O5S
250.0993797	C17H14O2
250.1106131	C16H14N2O
250.1205091	C14H18O4
250.1317425	C13H18N2O3
250.1568946	C15H22O3
250.168128	C14H22N2O2
250.2045135	C15H26N2O
250.240899	C16H30N2
251.022832	C8H11Cl2N3O2
251.0793725	C12H13NO5
251.1005019	C9H17NO7
251.1018393	C10H13N5O3
251.1026334	C12H15N2O4
251.115758	C13H17NO4
251.8833887	C6H5Cl5
251.9629538	CH3ClHg
252.0189365	C12H9ClO4
252.0422587	C15H8O4
252.0746215	C11H12N2O5
252.0786443	C16H12O3
252.0858549	C10H12N4O4
252.0898776	C15H12N2O2
252.0939004	C20H12
252.0957509	C8H16N2O7
252.111007	C12H16N2O4
252.1150298	C17H16O2
252.1586259	C12H20N4O2
252.1725446	C15H24O3
252.2089301	C16H28O2
253.0188937	C9H8ClN5S
253.0222516	C10H7NO7
253.0254188	C10H8ClN3O3
253.0521119	C10H11N3O3S
253.0586371	C11H11NO6
253.0738932	C15H11NO3
253.077264	C12H15NO3S
253.0811039	C9H11N5O4
253.106256	C11H15N3O4
253.1094233	C11H16ClN5
253.1136495	C13H19NO2S
253.1174894	C10H15N5O3
253.1215121	C15H15N3O
253.1361163	C11H19N5S
253.1578976	C16H19N3
253.9304272	C8H5Cl3O3
254.0191538	C7H11O8P
254.0394983	C7H14N2O4S2
254.0572569	C7H14N2O6S
254.0579088	C15H10O4
254.0780061	C6H15N4O5P
254.0942943	C16H14O3
254.1001676	C9H18O8
254.101505	C10H14N4O4
254.1055277	C15H14N2O2
254.1088985	C12H18N2O2S
254.1266571	C12H18N2O4
254.1419132	C16H18N2O
254.1782987	C17H22N2
254.2245802	C16H30O2
254.9256761	C7H4Cl3NO3
255.0136179	C9H9N3O2S2
255.0177378	C8H10NNaO5S
255.0217694	C12H11Cl2NO
255.0379016	C10H9NO7
255.0523023	C9H10ClN5O2
255.0651853	C15H11O4
255.0660445	C11H14NO4P
255.0895433	C15H13NO3
255.0967539	C9H13N5O4
255.097548	C11H15N2O5
255.1106727	C12H17NO5
255.1470582	C13H21NO4
255.1623143	C17H21NO
255.1735477	C16H21N3
255.9225784	C4H8Cl3O4P
255.9613334	C12H7Cl3
255.9806329	C10H6Cl2N2O2
255.9889025	C6H8O9S
256.0041587	C10H8O6S
256.0371734	C14H8O5
256.0534039	C12H14Cl2N2
256.0735589	C15H12O4
256.0815636	C11H14NO6
256.0946882	C12H16O6
256.1099444	C16H16O3
256.1130772	C9H23NO3PS
256.117155	C10H16N4O4
256.1252005	C20H16
256.1463299	C17H20O2
256.1575633	C16H20N2O
256.1827154	C18H24O
256.2224717	C16H32S
256.2402303	C16H32O2
257.0641125	C12H16ClNOS
257.0688078	C14H11NO4
257.0791858	C8H12ClN7O
257.0818711	C12H16ClNO3
257.1011706	C10H15N3O5
257.1051934	C15H15NO3
257.112404	C9H15N5O4
257.1175696	C11H16FN3O3
257.1415789	C16H19NO2
257.1779644	C17H23NO
257.8131163	C4Cl6
258.0140685	C6H11O9P
258.0375673	C10H10O8
258.0528234	C14H10O5
258.0616874	C6H15N2O7P
258.0640568	C13H10N2O4
258.0851862	C10H14N2O6
258.0892089	C15H14O4
258.1101003	C8H21NO6P
258.1255944	C16H18O3
258.16198	C17H22O2
258.1831093	C14H26O4
258.3024021	C16H38N22
259.016684	C11H11Cl2NO2
259.0361871	C6H13NO8S
259.0457029	C6H14NO8P
259.0609591	C10H14NO5P
259.0804352	C9H13N3O6
259.0844579	C14H13NO4
259.1055873	C11H17NO6
259.1168207	C10H17N3O5
259.1208434	C15H17NO3
259.1572289	C16H21NO2
259.1684623	C15H21N3O
259.1783583	C13H25NO4
259.2299999	C18H29N
260.01196	C6H13O7PS
260.0160403	C9H13BrN2O2
260.0202027	C6H12O9S
260.0248197	C7H15Cl2N2O2P
260.0297185	C6H13O9P
260.032088	C13H8O6
260.0507149	C14H12O3S
260.0684735	C14H12O5
260.104859	C15H16O4
260.1160924	C14H16N2O3
260.1347193	C15H20N2S
260.1412445	C16H20O3
260.1524779	C15H20N2O2
260.1736073	C12H24N2O4
260.17763	C17H24O2
260.1888634	C16H24N2O
260.250401	C19H32
261.0402236	C9H12NO6P
261.0516336	C9H12ClN3O4
261.0556563	C14H12ClNO2
261.0588506	C10H16NO3PS
261.0637225	C13H11NO5
261.0749559	C12H11N3O4
261.0848518	C10H15NO7
261.1212373	C11H19NO6
261.1299683	C14H19N3S
261.1364935	C15H19NO3
261.1517496	C19H19N
261.172879	C16H23NO2
261.2092645	C17H27NO
262.0007404	C5H12O8P2
262.0453686	C6H15O9P
262.0477381	C13H10O6
262.0589714	C12H10N2O5
262.1164863	C10H18N2O6
262.1205091	C15H18O4
262.1317425	C14H18N2O3
262.1389531	C8H18N6O4
262.168128	C15H22N2O2
262.2045135	C16H26N2O
262.2296656	C18H30O
263.0017296	C8H10NO5PS
263.0535479	C14H14ClNS
263.0717623	C9H11F2N3O4
263.0843697	C12H19Cl2NO
263.0961082	C12H15N4OS
263.1673997	C19H21N
263.1746103	C13H21N5O
263.1885291	C16H25NO2
263.8470032	C6HCl5O
263.8815589	C8Cl4N2
264.0422587	C16H8O4
264.0898776	C16H12N2O2
264.0997736	C14H16O5
264.111007	C13H16N2O4
264.1361591	C15H20O4
264.1473925	C14H20N2O3
264.1490458	C12H25O4P
264.1626487	C18H20N2
264.1725446	C16H24O3
264.183778	C15H24N2O2
264.9850745	C10H8BrN3O
265.0738932	C16H11NO3
265.0811039	C10H11N5O4
265.0884974	C12H15N3O2S
265.0909999	C8H15N3O7
265.1102787	C17H15NO2
265.1117583	C12H17N4OS
265.1174894	C11H15N5O3
265.1314081	C14H19NO4
265.1578976	C17H19N3
265.1841926	C16H24FNO
265.9592695	C3H8O10P2
266.0265204	C14H12Cl2O
266.0318408	C10H7KN6O
266.0377538	C13H12Cl2N2
266.0547545	C12H14N2OS2
266.0651195	C10H10N4O5
266.0691422	C15H10N2O3
266.072513	C12H14N2O3S
266.0811697	C16H12NO3
266.0942943	C17H14O3
266.101505	C11H14N4O4
266.1167611	C15H14N4O
266.1175552	C17H16NO2
266.1306798	C18H18O2
266.1419132	C17H18N2O
266.1518092	C15H22O4
266.1630426	C14H22N2O3
266.1646959	C12H27O4P
266.1782987	C18H22N2
266.1881947	C16H26O3
266.2245802	C17H30O2
266.9853839	C12H7Cl2NO2
267.0565286	C12H13NO4S
267.0603684	C9H9N5O5
267.067762	C11H13N3O3S
267.077658	C9H17NO6S
267.0954165	C9H17NO8
267.0967539	C10H13N5O4
267.1007767	C15H13N3O2
267.1219061	C12H17N3O4
267.1259288	C17H17NO2
267.131802	C10H21NO7
267.1371622	C16H17N3O
267.1470582	C14H21NO4
267.1735477	C17H21N3
267.1834437	C15H25NO3
268.005785	C13H10Cl2O2
268.0371734	C15H8O5
268.0484068	C14H8N2O4
268.0551484	C8H16N2O4S2
268.0695361	C11H12N2O6
268.0735589	C16H12O4
268.0794321	C9H16O9
268.0807695	C10H12N4O5
268.0847923	C15H12N2O3
268.088815	C20H12O
268.0920029	C9H12N6O4
268.1034192	C16H16N2S
268.117155	C11H16N4O4
268.1211778	C16H16N2O2
268.1252005	C21H16
268.1463299	C18H20O2
268.1535405	C12H20N4O3
268.1695908	C18H22NO
268.2402303	C17H32O2
268.2766158	C18H36O
269.0300529	C7H12NO8P
269.0688078	C15H11NO4
269.1085642	C13H19NO3S
269.1182566	C14H20ClNO2
269.1415789	C17H19NO2
269.1779644	C18H23NO
269.9535758	C6H7ClN2O4S2
270.0118787	C7H14N2O4Se
270.0124152	C9H6N2O8
270.024517	C9H10N4O2S2
270.0528234	C15H10O5
270.0559907	C15H11ClN2O
270.0616121	C12H9F3N2O2
270.0729207	C6H15N4O6P
270.0892089	C16H14O4
270.0923762	C16H15ClN2
270.0964196	C10H14N4O5
